s_i,FULLY_SUPERVISED_CLASSIFIER,CGAN_BASIC_DJ_SUPERVISED_CLASSIFIER,CGAN_GUMBEL_DJ_SUPERVISED_CLASSIFIER,SSL_GAN,TRIPLE_GAN,SSL_VAE,VAT,ENTROPY_MINIMISATION,LABEL_PROPAGATION,PARTIAL_SUPERVISED_CLASSIFIER
0,0.5410000085830688,0.5120000243186951,,0.5010000467300415,0.51500004529953,0.5,0.5100000500679016,0.5220000147819519,0.49300000071525574,0.503000020980835
1,0.7400000095367432,0.6300000548362732,,0.6510000228881836,0.6220000386238098,0.5840000510215759,0.6390000581741333,0.6060000061988831,0.6380000114440918,0.625
2,0.6397205591201782,0.6337325572967529,,0.6397205591201782,0.6447106003761292,0.64371258020401,0.6566866040229797,0.6127744317054749,0.6447106003761292,0.6497005820274353
3,0.6790000200271606,0.5980000495910645,,0.612000048160553,0.6020000576972961,0.609000027179718,0.6060000061988831,0.5980000495910645,0.6019999980926514,0.6100000143051147
4,0.705294668674469,0.6183816194534302,,0.6033965945243835,0.6463536024093628,0.5554445385932922,0.6003996133804321,0.649350643157959,0.667332649230957,0.6363636255264282
5,0.69630366563797,0.6273726224899292,,0.6543456315994263,0.6903096437454224,0.6653346419334412,0.6033965945243835,0.6193805932998657,0.6053946018218994,0.6563436388969421
6,0.7140000462532043,0.6830000281333923,,0.6460000276565552,0.6860000491142273,0.6420000195503235,0.6570000052452087,0.7010000348091125,0.6489999890327454,0.7010000348091125
7,0.676323652267456,0.6193805932998657,,0.6363636255264282,0.64035964012146,0.6383616328239441,0.6223776340484619,0.6193805932998657,0.6043956279754639,0.6343656182289124
8,0.6223776340484619,0.5474525094032288,,0.5564435124397278,0.5694305300712585,0.5604395270347595,0.5614385604858398,0.5894105434417725,0.568431556224823,0.5914085507392883
9,0.706000030040741,0.6230000257492065,,0.6080000400543213,0.628000020980835,0.597000002861023,0.6330000162124634,0.6240000128746033,0.597000002861023,0.6180000305175781
10,0.6840000152587891,0.5910000205039978,,0.6300000548362732,0.6310000419616699,0.593000054359436,0.6420000195503235,0.6370000243186951,0.6230000257492065,0.6310000419616699
11,0.5804195404052734,0.586413562297821,,0.5734265446662903,0.5984016060829163,0.5954045653343201,0.5844155550003052,0.5714285373687744,0.6093906164169312,0.5664335489273071
12,0.6713286638259888,0.6093906164169312,,0.6663336753845215,0.6603396534919739,0.6563436388969421,0.6293706297874451,0.6463536024093628,0.6593406796455383,0.6363636255264282
13,0.5820000171661377,0.5950000286102295,,0.5879999995231628,0.5830000042915344,0.5990000367164612,0.5800000429153442,0.5960000157356262,0.5910000205039978,0.5920000076293945
14,0.705294668674469,0.6773226857185364,,0.6813186407089233,0.6783216595649719,0.6833166480064392,0.687312662601471,0.6743256449699402,0.687312662601471,0.6743256449699402
15,0.7100000381469727,0.7020000219345093,,0.7100000381469727,0.6970000267028809,0.6930000185966492,0.6920000314712524,0.7000000476837158,0.7009999752044678,0.6770000457763672
16,0.7202796936035156,0.6543456315994263,,0.6033965945243835,0.5984016060829163,0.624375581741333,0.5984016060829163,0.5664335489273071,0.5874125957489014,0.615384578704834
17,0.690000057220459,0.6720000505447388,,0.6420000195503235,0.6470000147819519,0.6800000071525574,0.6760000586509705,0.6660000085830688,0.6639999747276306,0.6420000195503235
18,0.7040000557899475,0.5640000104904175,,0.5720000267028809,0.5390000343322754,0.6030000448226929,0.625,0.5730000138282776,0.5950000286102295,0.6270000338554382
19,0.675000011920929,0.6520000100135803,,0.6190000176429749,0.659000039100647,0.6640000343322754,0.6230000257492065,0.6640000343322754,0.6330000162124634,0.6640000343322754
20,0.7210000157356262,0.6940000057220459,,0.6820000410079956,0.6670000553131104,0.7070000171661377,0.6960000395774841,0.7040000557899475,0.6940000057220459,0.7050000429153442
21,0.649350643157959,0.6683316230773926,,0.6423576474189758,0.6543456315994263,0.6373625993728638,0.6593406200408936,0.6593406200408936,0.6413586139678955,0.6593406200408936
22,0.6413586139678955,0.6143856048583984,,0.6033965945243835,0.5664335489273071,0.6003996133804321,0.6033965945243835,0.5934065580368042,0.6013985872268677,0.6043955683708191
23,0.6323676109313965,0.5664335489273071,,0.5934065580368042,0.5764235854148865,0.5604395270347595,0.6103895902633667,0.5614385604858398,0.6043956279754639,0.5604395270347595
24,0.6593406200408936,0.6483516097068787,,0.6193805932998657,0.5514485239982605,0.550449550151825,0.5994005799293518,0.6173825860023499,0.6253746151924133,0.6143856048583984
25,0.706000030040741,0.6350000500679016,,0.6770000457763672,0.5890000462532043,0.6830000281333923,0.6570000052452087,0.6550000309944153,0.6389999985694885,0.6920000314712524
26,0.6653346419334412,0.64035964012146,,0.6363636255264282,0.6373625993728638,0.6413586139678955,0.6433566212654114,0.6443556547164917,0.6453546285629272,0.64035964012146
27,0.6783216595649719,0.6733266711235046,,0.6553446650505066,0.6433566212654114,0.6523476243019104,0.6343656182289124,0.6503496170043945,0.6413586139678955,0.6463536024093628
28,0.6513486504554749,0.6393606066703796,,0.6383616328239441,0.5814185738563538,0.5534465312957764,0.6253746151924133,0.5514485239982605,0.5744255781173706,0.577422559261322
29,0.6580000519752502,0.6150000095367432,,0.5290000438690186,0.5600000023841858,0.609000027179718,0.6140000224113464,0.5680000185966492,0.5590000152587891,0.5670000314712524
30,0.6040000319480896,0.6350000500679016,,0.6080000400543213,0.5960000157356262,0.6170000433921814,0.6050000190734863,0.5920000076293945,0.6259999871253967,0.6160000562667847
31,0.6683316230773926,0.6023975610733032,,0.620379626750946,0.5904095768928528,0.6143856048583984,0.6913086771965027,0.6253746151924133,0.6643356680870056,0.6433566212654114
32,0.7130000591278076,0.6450000405311584,,0.6470000147819519,0.6480000019073486,0.6390000581741333,0.6390000581741333,0.6020000576972961,0.6330000162124634,0.6180000305175781
33,0.7210000157356262,0.7050000429153442,,0.7270000576972961,0.7250000238418579,0.6860000491142273,0.6020000576972961,0.6970000267028809,0.6650000214576721,0.6320000290870667
34,0.4710000157356262,0.5110000371932983,,0.5430000424385071,0.5040000081062317,0.5450000166893005,0.5540000200271606,0.5139999985694885,0.5699999928474426,0.5200000405311584
